,"Date of
Purchase",Name of the Purchaser,"Bond
Number",Denominations,Name of the Political Party
10656,14-11-2022,ALEMBICPHARMACEUTICALSLINCLRTGS,13116,10000000,BHARATIYA JANATA PARTY
10657,14-11-2022,ALEMBICPHARMACEUTICALSLINCLRTGS,13110,10000000,BHARATIYA JANATA PARTY
10658,14-11-2022,ALEMBICPHARMACEUTICALSLINCLRTGS,13118,10000000,BHARATIYA JANATA PARTY
10659,14-11-2022,ALEMBICPHARMACEUTICALSLINCLRTGS,13112,10000000,BHARATIYA JANATA PARTY
10660,14-11-2022,ALEMBICPHARMACEUTICALSLINCLRTGS,13114,10000000,BHARATIYA JANATA PARTY
10661,14-11-2022,ALEMBICPHARMACEUTICALSLINCLRTGS,977,1000000,BHARATIYA JANATA PARTY
10662,14-11-2022,ALEMBICPHARMACEUTICALSLINCLRTGS,979,1000000,BHARATIYA JANATA PARTY
10663,14-11-2022,ALKEM LABORATORIES LIMITED,13554,10000000,BHARATIYA JANATA PARTY
10664,14-11-2022,ALKEM LABORATORIES LIMITED,13550,10000000,BHARATIYA JANATA PARTY
10665,14-11-2022,ALKEM LABORATORIES LIMITED,13540,10000000,BHARATIYA JANATA PARTY
10666,14-11-2022,ALKEM LABORATORIES LIMITED,13556,10000000,BHARATIYA JANATA PARTY
10667,14-11-2022,ALKEM LABORATORIES LIMITED,13560,10000000,BHARATIYA JANATA PARTY
10668,14-11-2022,ALKEM LABORATORIES LIMITED,13558,10000000,BHARATIYA JANATA PARTY
10669,14-11-2022,ALKEM LABORATORIES LIMITED,13542,10000000,BHARATIYA JANATA PARTY
10670,14-11-2022,ALKEM LABORATORIES LIMITED,13552,10000000,BHARATIYA JANATA PARTY
10671,14-11-2022,ALKEM LABORATORIES LIMITED,13548,10000000,BHARATIYA JANATA PARTY
10672,14-11-2022,ALKEM LABORATORIES LIMITED,13538,10000000,BHARATIYA JANATA PARTY
10673,14-11-2022,ALKEM LABORATORIES LIMITED,13546,10000000,BHARATIYA JANATA PARTY
10674,14-11-2022,ALKEM LABORATORIES LIMITED,13562,10000000,BHARATIYA JANATA PARTY
10675,14-11-2022,ALKEM LABORATORIES LIMITED,13536,10000000,BHARATIYA JANATA PARTY
10676,14-11-2022,ALKEM LABORATORIES LIMITED,13564,10000000,BHARATIYA JANATA PARTY
10677,14-11-2022,ALKEM LABORATORIES LIMITED,13544,10000000,BHARATIYA JANATA PARTY
10678,14-11-2022,AMIT GUPTA,8021,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10679,14-11-2022,AMIT GUPTA,8023,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10680,14-11-2022,ARVIND LIMITED,13122,10000000,BHARATIYA JANATA PARTY
10681,14-11-2022,ARVIND LIMITED,13120,10000000,BHARATIYA JANATA PARTY
10682,14-11-2022,ARVIND LIMITED,13124,10000000,BHARATIYA JANATA PARTY
10683,14-11-2022,FIOTEX COTSPIN PRIVATE LIMITED,981,1000000,BHARATIYA JANATA PARTY
10684,14-11-2022,FIOTEX COTSPIN PRIVATE LIMITED,983,1000000,BHARATIYA JANATA PARTY
10685,14-11-2022,FIOTEX COTSPIN PRIVATE LIMITED,985,1000000,BHARATIYA JANATA PARTY
10686,14-11-2022,FIOTEX COTSPIN PRIVATE LIMITED,27511,100000,BHARATIYA JANATA PARTY
10687,14-11-2022,FIOTEX COTSPIN PRIVATE LIMITED,27503,100000,BHARATIYA JANATA PARTY
10688,14-11-2022,FIOTEX COTSPIN PRIVATE LIMITED,27501,100000,BHARATIYA JANATA PARTY
10689,14-11-2022,FIOTEX COTSPIN PRIVATE LIMITED,27505,100000,BHARATIYA JANATA PARTY
10690,14-11-2022,FIOTEX COTSPIN PRIVATE LIMITED,27515,100000,BHARATIYA JANATA PARTY
10691,14-11-2022,FIOTEX COTSPIN PRIVATE LIMITED,27509,100000,BHARATIYA JANATA PARTY
10692,14-11-2022,FIOTEX COTSPIN PRIVATE LIMITED,27507,100000,BHARATIYA JANATA PARTY
10693,14-11-2022,FIOTEX COTSPIN PRIVATE LIMITED,27513,100000,BHARATIYA JANATA PARTY
10694,14-11-2022,GENUS POWER INFRASTRUCTURES LIMITED,5652,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10695,14-11-2022,HARSHIT CHHABRA,8028,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10696,14-11-2022,HARSHIT CHHABRA,8026,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10697,14-11-2022,KULWANT SINGH,1120,1000000,AAM AADMI PARTY
10698,14-11-2022,KULWANT SINGH,1122,1000000,AAM AADMI PARTY
10699,14-11-2022,KULWANT SINGH,1124,1000000,AAM AADMI PARTY
10700,14-11-2022,MANJIT KAUR,1112,1000000,AAM AADMI PARTY
10701,14-11-2022,MANJIT KAUR,1110,1000000,AAM AADMI PARTY
10702,14-11-2022,MANJIT KAUR,1106,1000000,AAM AADMI PARTY
10703,14-11-2022,MANJIT KAUR,1114,1000000,AAM AADMI PARTY
10704,14-11-2022,MANJIT KAUR,1108,1000000,AAM AADMI PARTY
10705,14-11-2022,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,12364,10000000,YSR
10706,14-11-2022,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,12362,10000000,YSR
10707,14-11-2022,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,12369,10000000,YSR
10708,14-11-2022,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,12356,10000000,YSR
10709,14-11-2022,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,12375,10000000,YSR
10710,14-11-2022,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,12373,10000000,YSR
10711,14-11-2022,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,12371,10000000,YSR
10712,14-11-2022,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,12367,10000000,YSR
10713,14-11-2022,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,12363,10000000,YSR
10714,14-11-2022,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,12360,10000000,YSR
10715,14-11-2022,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,12365,10000000,YSR
10716,14-11-2022,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,12358,10000000,YSR
10717,14-11-2022,MODERN ROAD MAKERS PVT. LTD.,13518,10000000,BHARATIYA JANATA PARTY
10718,14-11-2022,MODERN ROAD MAKERS PVT. LTD.,13516,10000000,BHARATIYA JANATA PARTY
10719,14-11-2022,MODERN ROAD MAKERS PVT. LTD.,13514,10000000,BHARATIYA JANATA PARTY
10720,14-11-2022,MODERN ROAD MAKERS PVT. LTD.,13522,10000000,BHARATIYA JANATA PARTY
10721,14-11-2022,MODERN ROAD MAKERS PVT. LTD.,13506,10000000,BHARATIYA JANATA PARTY
10722,14-11-2022,MODERN ROAD MAKERS PVT. LTD.,13510,10000000,BHARATIYA JANATA PARTY
10723,14-11-2022,MODERN ROAD MAKERS PVT. LTD.,13502,10000000,BHARATIYA JANATA PARTY
10724,14-11-2022,MODERN ROAD MAKERS PVT. LTD.,13500,10000000,BHARATIYA JANATA PARTY
10725,14-11-2022,MODERN ROAD MAKERS PVT. LTD.,13498,10000000,BHARATIYA JANATA PARTY
10726,14-11-2022,MODERN ROAD MAKERS PVT. LTD.,13494,10000000,BHARATIYA JANATA PARTY
10727,14-11-2022,MODERN ROAD MAKERS PVT. LTD.,13512,10000000,BHARATIYA JANATA PARTY
10728,14-11-2022,MODERN ROAD MAKERS PVT. LTD.,13520,10000000,BHARATIYA JANATA PARTY
10729,14-11-2022,MODERN ROAD MAKERS PVT. LTD.,13496,10000000,BHARATIYA JANATA PARTY
10730,14-11-2022,MODERN ROAD MAKERS PVT. LTD.,13504,10000000,BHARATIYA JANATA PARTY
10731,14-11-2022,MODERN ROAD MAKERS PVT. LTD.,13508,10000000,BHARATIYA JANATA PARTY
10732,14-11-2022,NAHAR BUILDERS AND DEVELOPERS LTD,13271,1000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10733,14-11-2022,NAHAR BUILDERS AND DEVELOPERS LTD,13279,1000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10734,14-11-2022,NAHAR BUILDERS AND DEVELOPERS LTD,13273,1000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10735,14-11-2022,NAHAR BUILDERS AND DEVELOPERS LTD,13275,1000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10736,14-11-2022,NAHAR BUILDERS AND DEVELOPERS LTD,13277,1000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10737,14-11-2022,NIRMA LIMITED,13119,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10738,14-11-2022,NIRMA LIMITED,13123,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10739,14-11-2022,NIRMA LIMITED,13111,10000000,BHARATIYA JANATA PARTY
10740,14-11-2022,NIRMA LIMITED,13115,10000000,BHARATIYA JANATA PARTY
10741,14-11-2022,NIRMA LIMITED,13125,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10742,14-11-2022,NIRMA LIMITED,13117,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10743,14-11-2022,NIRMA LIMITED,13121,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10744,14-11-2022,NIRMA LIMITED,13113,10000000,BHARATIYA JANATA PARTY
10745,14-11-2022,PANACEA BIOTEC PHARMA LTD PHARMACEU,12542,10000000,BHARATIYA JANATA PARTY
10746,14-11-2022,PARAMJIT SINGH S O JAGJIT SINGH,1118,1000000,AAM AADMI PARTY
10747,14-11-2022,PARAMJIT SINGH S O JAGJIT SINGH,1116,1000000,AAM AADMI PARTY
10748,14-11-2022,PIRAMAL PHARMA LIMITED,13566,10000000,BHARATIYA JANATA PARTY
10749,14-11-2022,PIRAMAL PHARMA LIMITED,13568,10000000,BHARATIYA JANATA PARTY
10750,14-11-2022,PIRAMAL PHARMA LIMITED,13570,10000000,BHARATIYA JANATA PARTY
10751,14-11-2022,RMC SWITCHGEARS LTD,1707,1000000,BHARATIYA JANATA PARTY
10752,14-11-2022,RMC SWITCHGEARS LTD,1709,1000000,BHARATIYA JANATA PARTY
10753,14-11-2022,RMC SWITCHGEARS LTD,1705,1000000,BHARATIYA JANATA PARTY
10754,14-11-2022,RMC SWITCHGEARS LTD,1703,1000000,BHARATIYA JANATA PARTY
10755,14-11-2022,RMC SWITCHGEARS LTD,1701,1000000,BHARATIYA JANATA PARTY
10756,14-11-2022,SAURABH JAIN,8033,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10757,14-11-2022,SAURABH JAIN,8025,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10758,14-11-2022,SAURABH JAIN,8029,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10759,14-11-2022,SAURABH JAIN,8027,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10760,14-11-2022,SAURABH JAIN,8031,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10761,14-11-2022,VEDANTA LIMITED,12529,10000000,BHARATIYA JANATA PARTY
10762,14-11-2022,VEDANTA LIMITED,12555,10000000,BHARATIYA JANATA PARTY
10763,14-11-2022,VEDANTA LIMITED,12695,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10764,14-11-2022,VEDANTA LIMITED,12635,10000000,BHARATIYA JANATA PARTY
10765,14-11-2022,VEDANTA LIMITED,12527,10000000,BHARATIYA JANATA PARTY
10766,14-11-2022,VEDANTA LIMITED,12573,10000000,BHARATIYA JANATA PARTY
10767,14-11-2022,VEDANTA LIMITED,12631,10000000,BHARATIYA JANATA PARTY
10768,14-11-2022,VEDANTA LIMITED,12645,10000000,BHARATIYA JANATA PARTY
10769,14-11-2022,VEDANTA LIMITED,12655,10000000,BHARATIYA JANATA PARTY
10770,14-11-2022,VEDANTA LIMITED,12665,10000000,BHARATIYA JANATA PARTY
10771,14-11-2022,VEDANTA LIMITED,12679,10000000,BHARATIYA JANATA PARTY
10772,14-11-2022,VEDANTA LIMITED,12685,10000000,BHARATIYA JANATA PARTY
10773,14-11-2022,VEDANTA LIMITED,12599,10000000,BHARATIYA JANATA PARTY
10774,14-11-2022,VEDANTA LIMITED,12687,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10775,14-11-2022,VEDANTA LIMITED,12689,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10776,14-11-2022,VEDANTA LIMITED,12697,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10777,14-11-2022,VEDANTA LIMITED,12516,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10778,14-11-2022,VEDANTA LIMITED,12539,10000000,BHARATIYA JANATA PARTY
10779,14-11-2022,VEDANTA LIMITED,12507,10000000,BHARATIYA JANATA PARTY
10780,14-11-2022,VEDANTA LIMITED,12633,10000000,BHARATIYA JANATA PARTY
10781,14-11-2022,VEDANTA LIMITED,12537,10000000,BHARATIYA JANATA PARTY
10782,14-11-2022,VEDANTA LIMITED,12579,10000000,BHARATIYA JANATA PARTY
10783,14-11-2022,VEDANTA LIMITED,12525,10000000,BHARATIYA JANATA PARTY
10784,14-11-2022,VEDANTA LIMITED,12545,10000000,BHARATIYA JANATA PARTY
10785,14-11-2022,VEDANTA LIMITED,12659,10000000,BHARATIYA JANATA PARTY
10786,14-11-2022,VEDANTA LIMITED,12587,10000000,BHARATIYA JANATA PARTY
10787,14-11-2022,VEDANTA LIMITED,12593,10000000,BHARATIYA JANATA PARTY
10788,14-11-2022,VEDANTA LIMITED,12595,10000000,BHARATIYA JANATA PARTY
10789,14-11-2022,VEDANTA LIMITED,12528,10000000,BHARATIYA JANATA PARTY
10790,14-11-2022,VEDANTA LIMITED,12641,10000000,BHARATIYA JANATA PARTY
10791,14-11-2022,VEDANTA LIMITED,12657,10000000,BHARATIYA JANATA PARTY
10792,14-11-2022,VEDANTA LIMITED,12675,10000000,BHARATIYA JANATA PARTY
10793,14-11-2022,VEDANTA LIMITED,12681,10000000,BHARATIYA JANATA PARTY
10794,14-11-2022,VEDANTA LIMITED,12699,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10795,14-11-2022,VEDANTA LIMITED,12522,10000000,BHARATIYA JANATA PARTY
10796,14-11-2022,VEDANTA LIMITED,12536,10000000,BHARATIYA JANATA PARTY
10797,14-11-2022,VEDANTA LIMITED,12583,10000000,BHARATIYA JANATA PARTY
10798,14-11-2022,VEDANTA LIMITED,12603,10000000,BHARATIYA JANATA PARTY
10799,14-11-2022,VEDANTA LIMITED,12613,10000000,BHARATIYA JANATA PARTY
10800,14-11-2022,VEDANTA LIMITED,12526,10000000,BHARATIYA JANATA PARTY
10801,14-11-2022,VEDANTA LIMITED,12523,10000000,BHARATIYA JANATA PARTY
10802,14-11-2022,VEDANTA LIMITED,12639,10000000,BHARATIYA JANATA PARTY
10803,14-11-2022,VEDANTA LIMITED,12693,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10804,14-11-2022,VEDANTA LIMITED,12549,10000000,BHARATIYA JANATA PARTY
10805,14-11-2022,VEDANTA LIMITED,12509,10000000,BHARATIYA JANATA PARTY
10806,14-11-2022,VEDANTA LIMITED,12677,10000000,BHARATIYA JANATA PARTY
10807,14-11-2022,VEDANTA LIMITED,12518,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10808,14-11-2022,VEDANTA LIMITED,12541,10000000,BHARATIYA JANATA PARTY
10809,14-11-2022,VEDANTA LIMITED,12524,10000000,BHARATIYA JANATA PARTY
10810,14-11-2022,VEDANTA LIMITED,12531,10000000,BHARATIYA JANATA PARTY
10811,14-11-2022,VEDANTA LIMITED,12571,10000000,BHARATIYA JANATA PARTY
10812,14-11-2022,VEDANTA LIMITED,12623,10000000,BHARATIYA JANATA PARTY
10813,14-11-2022,VEDANTA LIMITED,12673,10000000,BHARATIYA JANATA PARTY
10814,14-11-2022,VEDANTA LIMITED,12530,10000000,BHARATIYA JANATA PARTY
10815,14-11-2022,VEDANTA LIMITED,12521,10000000,BHARATIYA JANATA PARTY
10816,14-11-2022,VEDANTA LIMITED,12517,10000000,BHARATIYA JANATA PARTY
10817,14-11-2022,VEDANTA LIMITED,12559,10000000,BHARATIYA JANATA PARTY
10818,14-11-2022,VEDANTA LIMITED,12532,10000000,BHARATIYA JANATA PARTY
10819,14-11-2022,VEDANTA LIMITED,12543,10000000,BHARATIYA JANATA PARTY
10820,14-11-2022,VEDANTA LIMITED,12563,10000000,BHARATIYA JANATA PARTY
10821,14-11-2022,VEDANTA LIMITED,12513,10000000,BHARATIYA JANATA PARTY
10822,14-11-2022,VEDANTA LIMITED,12535,10000000,BHARATIYA JANATA PARTY
10823,14-11-2022,VEDANTA LIMITED,12605,10000000,BHARATIYA JANATA PARTY
10824,14-11-2022,VEDANTA LIMITED,12609,10000000,BHARATIYA JANATA PARTY
10825,14-11-2022,VEDANTA LIMITED,12637,10000000,BHARATIYA JANATA PARTY
10826,14-11-2022,VEDANTA LIMITED,12540,10000000,BHARATIYA JANATA PARTY
10827,14-11-2022,VEDANTA LIMITED,12567,10000000,BHARATIYA JANATA PARTY
10828,14-11-2022,VEDANTA LIMITED,12607,10000000,BHARATIYA JANATA PARTY
10829,14-11-2022,VEDANTA LIMITED,12627,10000000,BHARATIYA JANATA PARTY
10830,14-11-2022,VEDANTA LIMITED,12663,10000000,BHARATIYA JANATA PARTY
10831,14-11-2022,VEDANTA LIMITED,12667,10000000,BHARATIYA JANATA PARTY
10832,14-11-2022,VEDANTA LIMITED,12519,10000000,BHARATIYA JANATA PARTY
10833,14-11-2022,VEDANTA LIMITED,12569,10000000,BHARATIYA JANATA PARTY
10834,14-11-2022,VEDANTA LIMITED,12575,10000000,BHARATIYA JANATA PARTY
10835,14-11-2022,VEDANTA LIMITED,12619,10000000,BHARATIYA JANATA PARTY
10836,14-11-2022,VEDANTA LIMITED,12589,10000000,BHARATIYA JANATA PARTY
10837,14-11-2022,VEDANTA LIMITED,12601,10000000,BHARATIYA JANATA PARTY
10838,14-11-2022,VEDANTA LIMITED,12643,10000000,BHARATIYA JANATA PARTY
10839,14-11-2022,VEDANTA LIMITED,12515,10000000,BHARATIYA JANATA PARTY
10840,14-11-2022,VEDANTA LIMITED,12617,10000000,BHARATIYA JANATA PARTY
10841,14-11-2022,VEDANTA LIMITED,12651,10000000,BHARATIYA JANATA PARTY
10842,14-11-2022,VEDANTA LIMITED,12653,10000000,BHARATIYA JANATA PARTY
10843,14-11-2022,VEDANTA LIMITED,12661,10000000,BHARATIYA JANATA PARTY
10844,14-11-2022,VEDANTA LIMITED,12669,10000000,BHARATIYA JANATA PARTY
10845,14-11-2022,VEDANTA LIMITED,12511,10000000,BHARATIYA JANATA PARTY
10846,14-11-2022,VEDANTA LIMITED,12547,10000000,BHARATIYA JANATA PARTY
10847,14-11-2022,VEDANTA LIMITED,12557,10000000,BHARATIYA JANATA PARTY
10848,14-11-2022,VEDANTA LIMITED,12691,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10849,14-11-2022,VEDANTA LIMITED,12565,10000000,BHARATIYA JANATA PARTY
10850,14-11-2022,VEDANTA LIMITED,12585,10000000,BHARATIYA JANATA PARTY
10851,14-11-2022,VEDANTA LIMITED,12597,10000000,BHARATIYA JANATA PARTY
10852,14-11-2022,VEDANTA LIMITED,12533,10000000,BHARATIYA JANATA PARTY
10853,14-11-2022,VEDANTA LIMITED,12553,10000000,BHARATIYA JANATA PARTY
10854,14-11-2022,VEDANTA LIMITED,12611,10000000,BHARATIYA JANATA PARTY
10855,14-11-2022,VEDANTA LIMITED,12534,10000000,BHARATIYA JANATA PARTY
10856,14-11-2022,VEDANTA LIMITED,12591,10000000,BHARATIYA JANATA PARTY
10857,14-11-2022,VEDANTA LIMITED,12551,10000000,BHARATIYA JANATA PARTY
10858,14-11-2022,VEDANTA LIMITED,12577,10000000,BHARATIYA JANATA PARTY
10859,14-11-2022,VEDANTA LIMITED,12538,10000000,BHARATIYA JANATA PARTY
10860,14-11-2022,VEDANTA LIMITED,12561,10000000,BHARATIYA JANATA PARTY
10861,14-11-2022,VEDANTA LIMITED,12581,10000000,BHARATIYA JANATA PARTY
10862,14-11-2022,VEDANTA LIMITED,12621,10000000,BHARATIYA JANATA PARTY
10863,14-11-2022,VEDANTA LIMITED,12629,10000000,BHARATIYA JANATA PARTY
10864,14-11-2022,VEDANTA LIMITED,12671,10000000,BHARATIYA JANATA PARTY
10865,14-11-2022,VEDANTA LIMITED,12520,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10866,14-11-2022,VEDANTA LIMITED,12647,10000000,BHARATIYA JANATA PARTY
10867,14-11-2022,VEDANTA LIMITED,12683,10000000,BHARATIYA JANATA PARTY
10868,14-11-2022,VEDANTA LIMITED,12625,10000000,BHARATIYA JANATA PARTY
10869,14-11-2022,VEDANTA LIMITED,12649,10000000,BHARATIYA JANATA PARTY
10870,14-11-2022,VEDANTA LIMITED,12615,10000000,BHARATIYA JANATA PARTY
10871,14-11-2022,WELSPUN CORP LIMITED,13528,10000000,BHARATIYA JANATA PARTY
10872,14-11-2022,WELSPUN CORP LIMITED,13524,10000000,BHARATIYA JANATA PARTY
10873,14-11-2022,WELSPUN CORP LIMITED,13532,10000000,BHARATIYA JANATA PARTY
10874,14-11-2022,WELSPUN CORP LIMITED,13526,10000000,BHARATIYA JANATA PARTY
10875,14-11-2022,WELSPUN CORP LIMITED,13530,10000000,BHARATIYA JANATA PARTY
10876,14-11-2022,WELSPUN INDIA LIMITED,13486,10000000,BHARATIYA JANATA PARTY
10877,14-11-2022,WELSPUN INDIA LIMITED,13476,10000000,BHARATIYA JANATA PARTY
10878,14-11-2022,WELSPUN INDIA LIMITED,13484,10000000,BHARATIYA JANATA PARTY
10879,14-11-2022,WELSPUN INDIA LIMITED,13474,10000000,BHARATIYA JANATA PARTY
10880,14-11-2022,WELSPUN INDIA LIMITED,13490,10000000,BHARATIYA JANATA PARTY
10881,14-11-2022,WELSPUN INDIA LIMITED,13482,10000000,BHARATIYA JANATA PARTY
10882,14-11-2022,WELSPUN INDIA LIMITED,13480,10000000,BHARATIYA JANATA PARTY
10883,14-11-2022,WELSPUN INDIA LIMITED,13492,10000000,BHARATIYA JANATA PARTY
10884,14-11-2022,WELSPUN INDIA LIMITED,13488,10000000,BHARATIYA JANATA PARTY
10885,14-11-2022,WELSPUN INDIA LIMITED,13478,10000000,BHARATIYA JANATA PARTY
10886,14-11-2022,ZYDUS HEALTHCARE LIMITED,13102,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10887,14-11-2022,ZYDUS HEALTHCARE LIMITED,13104,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10888,14-11-2022,ZYDUS HEALTHCARE LIMITED,13106,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10889,15-11-2022,ANGEL FIBERS LIMITED,987,1000000,BHARATIYA JANATA PARTY
10890,15-11-2022,ANGEL FIBERS LIMITED,989,1000000,BHARATIYA JANATA PARTY
10891,15-11-2022,ANGEL FIBERS LIMITED,27517,100000,BHARATIYA JANATA PARTY
10892,15-11-2022,ANGEL FIBERS LIMITED,27531,100000,BHARATIYA JANATA PARTY
10893,15-11-2022,ANGEL FIBERS LIMITED,27519,100000,BHARATIYA JANATA PARTY
10894,15-11-2022,ANGEL FIBERS LIMITED,27523,100000,BHARATIYA JANATA PARTY
10895,15-11-2022,ANGEL FIBERS LIMITED,27521,100000,BHARATIYA JANATA PARTY
10896,15-11-2022,ANGEL FIBERS LIMITED,27527,100000,BHARATIYA JANATA PARTY
10897,15-11-2022,ANGEL FIBERS LIMITED,27533,100000,BHARATIYA JANATA PARTY
10898,15-11-2022,ANGEL FIBERS LIMITED,27525,100000,BHARATIYA JANATA PARTY
10899,15-11-2022,ANGEL FIBERS LIMITED,27529,100000,BHARATIYA JANATA PARTY
10900,15-11-2022,ASHOK CHOUDHARY,1706,1000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10901,15-11-2022,AUROBINDO PHARMA LIMITED,12380,10000000,BHARATIYA JANATA PARTY
10902,15-11-2022,AUROBINDO PHARMA LIMITED,12376,10000000,BHARATIYA JANATA PARTY
10903,15-11-2022,AUROBINDO PHARMA LIMITED,12382,10000000,BHARATIYA JANATA PARTY
10904,15-11-2022,AUROBINDO PHARMA LIMITED,12374,10000000,BHARATIYA JANATA PARTY
10905,15-11-2022,AUROBINDO PHARMA LIMITED,12378,10000000,BHARATIYA JANATA PARTY
10906,15-11-2022,BEST AGROLIFE LIMITED,12614,10000000,BHARATIYA JANATA PARTY
10907,15-11-2022,BEST AGROLIFE LIMITED,12620,10000000,BHARATIYA JANATA PARTY
10908,15-11-2022,BEST AGROLIFE LIMITED,12618,10000000,BHARATIYA JANATA PARTY
10909,15-11-2022,BEST AGROLIFE LIMITED,12604,10000000,BHARATIYA JANATA PARTY
10910,15-11-2022,BEST AGROLIFE LIMITED,12606,10000000,BHARATIYA JANATA PARTY
10911,15-11-2022,BEST AGROLIFE LIMITED,12610,10000000,BHARATIYA JANATA PARTY
10912,15-11-2022,BEST AGROLIFE LIMITED,12622,10000000,BHARATIYA JANATA PARTY
10913,15-11-2022,BEST AGROLIFE LIMITED,12608,10000000,BHARATIYA JANATA PARTY
10914,15-11-2022,BEST AGROLIFE LIMITED,12616,10000000,BHARATIYA JANATA PARTY
10915,15-11-2022,BEST AGROLIFE LIMITED,12612,10000000,BHARATIYA JANATA PARTY
10916,15-11-2022,BIRD WORLDWIDE FLIGHT SERVICES INDI,12602,10000000,AAM AADMI PARTY
10917,15-11-2022,BIRD WORLDWIDE FLIGHT SERVICES INDI,12624,10000000,AAM AADMI PARTY
10918,15-11-2022,DHRUV COTTON PROCESSING PVT LTD,986,1000000,BHARATIYA JANATA PARTY
10919,15-11-2022,DHRUV COTTON PROCESSING PVT LTD,27510,100000,BHARATIYA JANATA PARTY
10920,15-11-2022,DHRUV COTTON PROCESSING PVT LTD,27502,100000,BHARATIYA JANATA PARTY
10921,15-11-2022,DHRUV COTTON PROCESSING PVT LTD,27504,100000,BHARATIYA JANATA PARTY
10922,15-11-2022,DHRUV COTTON PROCESSING PVT LTD,27512,100000,BHARATIYA JANATA PARTY
10923,15-11-2022,DHRUV COTTON PROCESSING PVT LTD,27518,100000,BHARATIYA JANATA PARTY
10924,15-11-2022,DHRUV COTTON PROCESSING PVT LTD,27514,100000,BHARATIYA JANATA PARTY
10925,15-11-2022,DHRUV COTTON PROCESSING PVT LTD,27508,100000,BHARATIYA JANATA PARTY
10926,15-11-2022,DHRUV COTTON PROCESSING PVT LTD,27516,100000,BHARATIYA JANATA PARTY
10927,15-11-2022,DHRUV COTTON PROCESSING PVT LTD,27506,100000,BHARATIYA JANATA PARTY
10928,15-11-2022,DHRUV COTTON PROCESSING PVT LTD,20001,10000,BHARATIYA JANATA PARTY
10929,15-11-2022,DHRUV COTTON PROCESSING PVT LTD,20007,1000,BHARATIYA JANATA PARTY
10930,15-11-2022,DHRUV COTTON PROCESSING PVT LTD,20009,1000,BHARATIYA JANATA PARTY
10931,15-11-2022,DHRUV COTTON PROCESSING PVT LTD,20003,1000,BHARATIYA JANATA PARTY
10932,15-11-2022,DHRUV COTTON PROCESSING PVT LTD,20001,1000,BHARATIYA JANATA PARTY
